python_version,pyscf_version,basis_set_exchange_version,numpy_version,scipy_version,basis_name,basis_normalized_sha256,nuclear_model,light_speed_au,conv_tol,max_cycle,threads,gaunt,breit,method,energy_hartree,homo_hartree,converged,matrix_dimension,overlap_condition_number,seconds,pyscf_object,mo_energy_shape,mo_occ_shape,orbital_representation,occupation_semantics,spinor_degeneracy_recording,positive_energy_selection,mo_index,spin_channel,orbital_energy_hartree,occupation,reported_multiplicity
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,0,,-520.1581124117117,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,1,,-69.89640197029046,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,2,,-63.00342536440335,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,3,,-63.00342536440202,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,4,,-63.00342536439747,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,5,,-10.843100540118053,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,6,,-8.32560808042834,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,7,,-8.325608080427324,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,8,,-8.325608080426079,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v2z,ab39921c5020aaaaac18dd07bb7b68d81206789a01fd0c43208688278883335f,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.021012962119,-0.5194850663502737,True,83,886.8645764363923,0.2237791249935981,pyscf.scf.hf.RHF,[83],[83],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,9,,-3.819004561648136,2.0,1
